head,URL,Cuisines,PhoneNumber,AverageCost
Venus Biryani,https://www.zomato.com/bangalore/venus-biryani-domlur,"Biryani, Chettinad",9.19E+11,300
Suchithra Biryani House,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road,"Biryani, Andhra, North Indian, Chinese, Mughlai",9.18E+11,800
Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-indiranagar,"Coffee, Fast Food, Desserts, Beverages",9.20E+11,600
Burnout Cafe,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore,"Fast Food, Continental, Beverages, Desserts",9.18E+11,700
Apsara Ice Creams,https://www.zomato.com/bangalore/apsara-ice-creams-indiranagar-bangalore,"Ice Cream, Desserts",9.18E+11,400
Momo Zone - The Momo Company,https://www.zomato.com/bangalore/momo-zone-the-momo-company-domlur-bangalore,"Momos, Fast Food",9.18E+11,150
WOW! China,https://www.zomato.com/bangalore/wow-china-church-street-bangalore,"Chinese, Rolls, Desserts, Shake",9.19E+11,600
Sendhoor Coffee,https://www.zomato.com/bangalore/sendhoor-coffee-jeevan-bhima-nagar-bangalore,"Beverages, Street Food",9.20E+11,200
Sri Venkateshwara Sweetmeat Stall,https://www.zomato.com/bangalore/sri-venkateshwara-sweetmeat-stall-majestic,"Mithai, Street Food, Fast Food, North Indian",9.18E+11,400
KC Das - Sweet Bite,https://www.zomato.com/bangalore/kc-das-sweet-bite-frazer-town,"Mithai, Street Food",9.18E+11,300
Chung Wah,https://www.zomato.com/bangalore/chung-wah-residency-road,"Chinese, Thai, Vietnamese",9.18E+11,800
Srinidhi Veg Food Court,https://www.zomato.com/bangalore/srinidhi-veg-food-court-kalyan-nagar-bangalore,"South Indian, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages",9.19E+11,300
Sri Srinivas Pork Hotel,https://www.zomato.com/bangalore/sri-srinivas-pork-hotel-ejipura-bangalore,Fast Food,9.18E+11,200
Momo Monk,https://www.zomato.com/bangalore/momo-monk-1-jeevan-bhima-nagar-bangalore,Momos,9.18E+11,150
Cream Stone,https://www.zomato.com/bangalore/cream-stone-domlur-bangalore,"Ice Cream, Desserts, Beverages, Shake",9.19E+11,150
TrueCakes,https://www.zomato.com/bangalore/truecakes-kammanahalli-bangalore,Bakery,9.18E+11,300
Paratha Box - 2X Filling,https://www.zomato.com/bangalore/paratha-box-2x-filling-1-indiranagar-bangalore,"North Indian, Beverages",9.17E+11,150
Sri Banashankari Donne Biriyani,https://www.zomato.com/bangalore/sri-banashankari-donne-biriyani-banaswadi,"Biryani, South Indian, Seafood",9.20E+11,300
BigBites,https://www.zomato.com/bangalore/bigbites-indiranagar-bangalore,"Momos, Fast Food",9.18E+11,200
Hamza Hotel,https://www.zomato.com/bangalore/hamza-hotel-shivajinagar-bangalore,"North Indian, Chinese, Mughlai, Biryani",9.19E+11,650
The Thick Shake Factory,https://www.zomato.com/bangalore/the-thick-shake-factory-indiranagar-bangalore,"Beverages, Shake",9.19E+11,250
Zomoz - The Momo Company,https://www.zomato.com/bangalore/zomoz-the-momo-company-indiranagar-bangalore,"Momos, Fast Food",9.19E+11,200
Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-indiranagar-bangalore,"North Indian, Beverages",9.17E+11,150
Juicy,https://www.zomato.com/bangalore/juicy-airport-road,"Beverages, Juices, Desserts, Sandwich, Fast Food, Shake",9.18E+11,400
Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-indiranagar-bangalore,"Fast Food, Beverages",9.18E+11,400
The Bengal Club,https://www.zomato.com/bangalore/the-bengal-club-domlur-bangalore,"Bengali, Biryani, Rolls",9.18E+11,200
Srinidhi Sagar,https://www.zomato.com/bangalore/srinidhi-sagar-airport-road,"South Indian, North Indian, Chinese, Street Food, Shake",9.18E+11,300
Saapaad,https://www.zomato.com/bangalore/saapaad-koramangala-6th-block-bangalore,"South Indian, Biryani, Beverages",9.19E+11,350
Sri Ganesh Juice Junction,https://www.zomato.com/bangalore/sri-ganesh-juice-junction-koramangala-5th-block-bangalore,"Beverages, Juices, Fast Food, Shake",9.20E+11,50
Bowl 99,https://www.zomato.com/bangalore/bowl-99-thippasandra-bangalore,"North Indian, Mughlai, Desserts",9.18E+11,300
Preethi's Biryani Hub,https://www.zomato.com/bangalore/preethis-biryani-hub-whitefield-bangalore,"Biryani, South Indian, Beverages",9.20E+11,300
Gramin,https://www.zomato.com/bangalore/gramin-koramangala-7th-block-bangalore,"North Indian, Healthy Food, Beverages, Shake",9.18E+11,1000
Karama Restaurant,https://www.zomato.com/bangalore/karama-restaurant-frazer-town,"Arabian, Mughlai, Seafood, North Indian, Biryani, Shake",9.18E+11,750
Hyderabadi Biryani Utsav,https://www.zomato.com/bangalore/hyderabadi-biryani-utsav-old-madras-road,"Biryani, Hyderabadi, North Indian, Chinese",9.20E+11,500
Daily Sushi,https://www.zomato.com/bangalore/daily-sushi-old-madras-road-bangalore,"Japanese, Korean, Sushi, Asian",9.18E+11,200
SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-indiranagar-bangalore,"Beverages, Coffee",9.18E+11,150
Sreeraj Lassi Bar,https://www.zomato.com/bangalore/sreeraj-lassi-bar-commercial-street,"Beverages, Shake, Ice Cream, Desserts",9.20E+11,300
New Taj Darbar,https://www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore,"North Indian, Chinese, Mughlai",9.20E+11,300
The Filter Coffee,https://www.zomato.com/bangalore/the-filter-coffee-kalyan-nagar,"South Indian, Coffee",9.17E+11,300
Donne Biriyanis Junction,https://www.zomato.com/bangalore/donne-biriyanis-junction-kammanahalli-bangalore,"Biryani, South Indian",9.20E+11,200
Taste Of Tibet,https://www.zomato.com/bangalore/taste-of-tibet-brigade-road,"Chinese, Street Food, Momos",9.18E+11,400
Main Lassi Shop,https://www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore,"Beverages, Ice Cream, Juices, Fast Food, Street Food, Sandwich, Shake",9.19E+11,150
Grow Fit,https://www.zomato.com/bangalore/grow-fit-1-koramangala-6th-block,"Healthy Food, North Indian, Thai, Desserts, Beverages",9.18E+11,250
Calcutta Victoria Chat House,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-jeevan-bhima-nagar,"North Indian, Street Food, Desserts, Beverages",9.18E+11,200
Milano Ice Cream,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar,"Desserts, Ice Cream, Beverages, Shake",9.18E+11,400
Kanti Bakes & Flakes,https://www.zomato.com/bangalore/kanti-bakes-flakes-old-madras-road-bangalore,"Bakery, Desserts, Mithai",9.20E+11,50
Kabab Biryani Corner,https://www.zomato.com/bangalore/kabab-biryani-corner-richmond-road-bangalore,"North Indian, South Indian, Chinese",9.19E+11,450
Khichdi Express,https://www.zomato.com/bangalore/khichdi-express-1-indiranagar-bangalore,North Indian,9.18E+11,150
Kunafa World,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore,Desserts,9.18E+11,400
Mane Holige,https://www.zomato.com/bangalore/mane-holige-1-koramangala-6th-block-bangalore,Mithai,9.16E+11,200
Cafe Grill,https://www.zomato.com/bangalore/cafe-grill-jeevan-bhima-nagar,"Chinese, North Indian, Rolls",9.18E+11,300
Manjit Da Dhaba,https://www.zomato.com/bangalore/manjit-da-dhaba-frazer-town,"North Indian, Desserts",9.20E+11,200
FB Cakes,https://www.zomato.com/bangalore/fb-cakes-btm-bangalore,"Bakery, Desserts",9.20E+11,150
Maven Kitchen,https://www.zomato.com/bangalore/maven-kitchen-ejipura-bangalore,"Chinese, North Eastern, Beverages",9.19E+11,500
Sree Krishna Kafe,https://www.zomato.com/bangalore/sree-krishna-kafe-koramangala-5th-block,"South Indian, Beverages",9.17E+11,350
Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-indiranagar-bangalore,Burger,9.18E+11,200
Mother's Meal,https://www.zomato.com/bangalore/mothers-meal-cv-raman-nagar,"North Indian, Chinese",9.20E+11,300
Punjabi Chaap Corner,https://www.zomato.com/bangalore/punjabi-chaap-corner-indiranagar-bangalore,"North Indian, Chinese, Fast Food",9.20E+11,650
Spicy Corner,https://www.zomato.com/bangalore/spicy-corner-jeevan-bhima-nagar,"Rolls, Chinese, North Indian",9.20E+11,100
Srinathji's,https://www.zomato.com/bangalore/srinathjis-indiranagar,"North Indian, Chinese, Pizza, Street Food, Beverages, Fast Food, Desserts",9.18E+11,800
No.10 Fort Cochin,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore,"Seafood, Kerala, Biryani",9.18E+11,800
Oh! Calcutta,https://www.zomato.com/bangalore/oh-calcutta-church-street-bangalore,"Bengali, Seafood, North Indian, Biryani, Finger Food",9.19E+11,1500
Shiv Sagar,https://www.zomato.com/bangalore/shiv-sagar-1-banaswadi-bangalore,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake",9.20E+11,300
Bombay Kulfi,https://www.zomato.com/bangalore/bombay-kulfi-banaswadi-bangalore,"Ice Cream, Desserts",9.19E+11,300
Khan Saheb Grills and Rolls,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-indiranagar,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages",9.20E+11,500
The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-1-indiranagar-bangalore,Ice Cream,9.20E+11,200
Mealful Rolls - Meals In A Roll,https://www.zomato.com/bangalore/mealful-rolls-meals-in-a-roll-indiranagar-bangalore,"Rolls, Fast Food",9.18E+11,200
The Salad Studio,https://www.zomato.com/bangalore/the-salad-studio-indiranagar-bangalore,"Salad, Healthy Food",9.20E+11,400
Brik Oven,https://www.zomato.com/bangalore/brik-oven-indiranagar-bangalore,"Cafe, Fast Food, Italian, Desserts, Beverages",9.18E+11,1000
Arun Ice Creams,https://www.zomato.com/bangalore/arun-ice-creams-shivajinagar-bangalore,"Ice Cream, Desserts",9.20E+11,50
Raghavendra Tiffin,https://www.zomato.com/bangalore/raghavendra-tiffin-koramangala-1st-block-bangalore,"Chinese, South Indian",9.17E+11,250
Maharaja Military Canteen,https://www.zomato.com/bangalore/maharaja-military-canteen-cunningham-road-bangalore,South Indian,9.19E+11,200
Have More,https://www.zomato.com/bangalore/have-more-kammanahalli,"North Indian, Chinese, Beverages",9.19E+11,700
Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-1-indiranagar,"Italian, Mexican, Desserts",9.18E+11,250
Savitha Family Restaurant,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block,"North Indian, Chinese, Seafood, Beverages, Desserts, Mughlai",9.18E+11,500
Chaitra Restaurant,https://www.zomato.com/bangalore/chaitra-restaurant-kalyan-nagar-bangalore,"North Indian, Chinese, Andhra, Biryani, Seafood, Fast Food",9.19E+11,500
Natraj Chole Bhature,https://www.zomato.com/bangalore/natraj-chole-bhature-indiranagar-bangalore,North Indian,9.20E+11,200
Punjabi Unplugged,https://www.zomato.com/bangalore/punjabi-unplugged-indiranagar-bangalore,"North Indian, Chinese",9.19E+11,150
Chinese BAE,https://www.zomato.com/bangalore/chinese-bae-jeevan-bhima-nagar-bangalore,"Chinese, Seafood, Momos",9.20E+11,250
Fanoos Xpress,https://www.zomato.com/bangalore/fanoos-xpress-indiranagar-bangalore,"Rolls, Biryani, Fast Food, Arabian",9.19E+11,100
Mizo Kitchen,https://www.zomato.com/bangalore/mizo-kitchen-koramangala-5th-block-bangalore,"North Eastern, Chinese",9.18E+11,400
Bhojohori Manna,https://www.zomato.com/bangalore/bhojohori-manna-koramangala-6th-block,"Bengali, Desserts",9.18E+11,650
Absolute Shawarma,https://www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore,"Lebanese, Fast Food",9.17E+11,300
Smoke House Deli,https://www.zomato.com/SmokeHouseDeli-Indiranagar,"Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Juices, Beverages",9.19E+11,2000
LeanCrust Pizza - ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-indiranagar-bangalore,"Pizza, Fast Food, Beverages",9.18E+11,350
Paratha Corner,https://www.zomato.com/bangalore/paratha-corner-cv-raman-nagar-bangalore,North Indian,9.17E+11,300
Simply South By YummyEats,https://www.zomato.com/bangalore/simply-south-by-yummyeats-koramangala-1st-block-bangalore,"South Indian, Kerala, Biryani",9.18E+11,200
Kerala Mess,https://www.zomato.com/bangalore/kerala-mess-indiranagar,Kerala,9.19E+11,200
Sri Krishna Nanda Gokul Veg Restaurant,https://www.zomato.com/bangalore/sri-krishna-nanda-gokul-veg-restaurant-1-banaswadi-bangalore,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",9.18E+11,500
Udupi Food Point,https://www.zomato.com/bangalore/udupi-food-point-banaswadi-bangalore,"South Indian, North Indian, Chinese",9.20E+11,300
Biryanis,https://www.zomato.com/bangalore/biryanis-jeevan-bhima-nagar-bangalore,"Biryani, North Indian, South Indian, Mughlai, Andhra, Chinese, Beverages",9.17E+11,500
Wheat Barn,https://www.zomato.com/bangalore/wheat-barn-koramangala-6th-block-bangalore,"Pizza, Burger, Fast Food, Shake",9.18E+11,200
Sweet Chariot,https://www.zomato.com/bangalore/sweet-chariot-jeevan-bhima-nagar,"Bakery, Desserts",9.18E+11,50
Shaap,https://www.zomato.com/bangalore/shaap-indiranagar,"Kerala, Seafood",9.18E+11,500
Dhaba - Estd 1986 Delhi,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore,"Mughlai, North Indian, Desserts",9.19E+11,2000
Indiranagar Social,https://www.zomato.com/bangalore/indiranagar-social-indiranagar-bangalore,"North Indian, Chinese, Biryani, Pizza, Salad, Kebab, Desserts, Beverages",9.19E+11,1500
Rang De Basanti Dhaba,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-domlur-bangalore,"North Indian, Seafood, Mughlai, Desserts",9.19E+11,200
Richie Rich,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore,"Desserts, Beverages, Fast Food, Ice Cream, Shake",9.18E+11,450
Just Bake - Cakes & Confectioners,https://www.zomato.com/bangalore/just-bake-cakes-confectioners-btm-bangalore,"Bakery, Desserts",9.18E+11,100
Fiero! Pizzeria,https://www.zomato.com/bangalore/fiero-pizzeria-koramangala-6th-block-bangalore,"Pizza, Fast Food",9.18E+11,500
Green Onion,https://www.zomato.com/bangalore/green-onion-frazer-town-bangalore,"Chinese, Seafood",9.20E+11,400
New Krishna Sagar,https://www.zomato.com/bangalore/new-krishna-sagar-1-cv-raman-nagar,"South Indian, North Indian, Chinese",9.18E+11,300
Cravisthan,https://www.zomato.com/bangalore/cravisthan-domlur-bangalore,North Indian,9.19E+11,150
Tamarind - Tamarind Hospitality,https://www.zomato.com/bangalore/tamarind-tamarind-hospitality-banaswadi,"Chinese, Continental, North Indian",9.18E+11,800
Salt - Indian Restaurant Bar & Grill,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore,"North Indian, South Indian, Biryani, Kebab, Desserts, Mughlai",9.18E+11,1500
Basaveshwara Khanavali,https://www.zomato.com/bangalore/basaveshwara-khanavali-koramangala-1st-block-bangalore,South Indian,9.20E+11,200
Hotel Revoli Inn,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore,"Mughlai, Chinese, North Indian",9.18E+11,400
Punjab Junction,https://www.zomato.com/bangalore/punjab-junction-kaggadasapura,"North Indian, Chinese, Mughlai",9.19E+11,450
Sri  Udupi Vaibhav,https://www.zomato.com/bangalore/sri-udupi-vaibhav-indiranagar-bangalore,"South Indian, North Indian, Chinese, Beverages",9.20E+11,350
China Pearl,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block,"Chinese, North Indian, Seafood, Fast Food, Desserts, Beverages",9.18E+11,1100
Odia Khaiba,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore,"Odia, North Indian, Chinese, Seafood",9.20E+11,400
Delhi Food Point,https://www.zomato.com/bangalore/delhi-food-point-koramangala-1st-block,"North Indian, Beverages",9.20E+11,250
Swiss Cream,https://www.zomato.com/bangalore/swiss-cream-old-madras-road-bangalore,"Ice Cream, Beverages, Desserts, Shake, Waffle",9.20E+11,250
Hotel Salala,https://www.zomato.com/bangalore/hotel-salala-airport-road,"North Indian, South Indian, Chinese, Kebab, Biryani, Beverages",9.19E+11,500
Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore,"Fast Food, Burger, Beverages",9.19E+11,300
Hot & Cold Hut,https://www.zomato.com/bangalore/hot-cold-hut-koramangala-4th-block-bangalore,"Fast Food, Rolls, Chinese, Sandwich",9.17E+11,150
Vinay Upahar,https://www.zomato.com/bangalore/vinay-upahar-shivajinagar,"South Indian, Street Food, Beverages, Ice Cream, Juices, Shake",9.18E+11,100
Paris Panini - French Street Food,https://www.zomato.com/bangalore/paris-panini-french-street-food-indiranagar-bangalore,"French, Continental, Sandwich, Panini, Beverages, Desserts",9.20E+11,500
Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-domlur-bangalore,"Fast Food, Bakery, Desserts",9.18E+11,200
No Sugar Please!,https://www.zomato.com/bangalore/no-sugar-please-koramangala-1st-block-bangalore,"Juices, Beverages, Healthy Food",9.16E+11,200
Go Native,https://www.zomato.com/bangalore/go-native-1-lavelle-road-bangalore,"Healthy Food, North Indian, South Indian, Fast Food, Desserts, Beverages",9.16E+11,1000
Taiki,https://www.zomato.com/bangalore/taiki-1-indiranagar-bangalore,"Japanese, Korean, Asian, Sushi",9.20E+11,1400
HomeSe Just Veg,https://www.zomato.com/bangalore/homese-just-veg-indiranagar-bangalore,"South Indian, North Indian",9.18E+11,150
Little Italy,https://www.zomato.com/bangalore/little-italy-indiranagar,"Italian, Pizza",9.18E+11,1200
Coastal Delight,https://www.zomato.com/bangalore/coastal-delight-indiranagar,"Seafood, South Indian, North Indian, Mangalorean, Chinese",9.18E+11,650
Calcutta Victoria Chat House,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-banaswadi,"North Indian, Street Food, Desserts, Beverages",9.19E+11,200
Blue Tokai Coffee Roasters,https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-indiranagar-bangalore,"Cafe, Beverages, Coffee, European, Continental",9.16E+11,600
1522 - The Pub,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore,"Chinese, North Indian, Mughlai, Finger Food, Seafood",9.19E+11,1200
Paratha Plaza,https://www.zomato.com/bangalore/paratha-plaza-indiranagar,"North Indian, Chinese",9.20E+11,300
Sichuan,https://www.zomato.com/bangalore/sichuan-jeevan-bhima-nagar-bangalore,"Chinese, Asian, Seafood, Momos",9.20E+11,250
Brindavan Upachar,https://www.zomato.com/bangalore/brindavan-upachar-kammanahalli-bangalore,"North Indian, South Indian, Chinese",9.16E+11,250
Udupi Shanthi Sagar,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore,"North Indian, South Indian, Chinese, Biryani, Sandwich, Street Food, Beverages",9.16E+11,600
Say Cheese Cake,https://www.zomato.com/bangalore/say-cheese-cake-koramangala-6th-block-bangalore,"Bakery, Desserts, Beverages, Shake",9.18E+11,200
Bombay Kulfis,https://www.zomato.com/bangalore/bombay-kulfis-indiranagar-bangalore,"Desserts, Ice Cream",9.20E+11,200
Burger Seigneur,https://www.zomato.com/bangalore/burger-seigneur-indiranagar-bangalore,"Cafe, Burger, Continental, Beverages, Desserts",9.18E+11,1300
Bheema's,https://www.zomato.com/bangalore/bheemas-church-street,"Chinese, North Indian, Mughlai",9.18E+11,650
Sabari Juice Junction,https://www.zomato.com/bangalore/sabari-juice-junction-jeevan-bhima-nagar,"Beverages, Sandwich, Juices, Shake",9.18E+11,100
Kerala Pavilion,https://www.zomato.com/bangalore/kerala-pavilion-domlur,"Kerala, South Indian, Chinese",9.20E+11,400
